ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-0706,2,http://www.ck12.org,"A shop stocked 22 pairs of large-size shoes, 50 pairs of medium-size shoes and 24 pairs of small-size shoes. After selling some of the shoes, it had 13 pairs of shoes left.",How many pairs of shoes did the shop sell?,TVQ-Change,83 (pairs of shoes),22+50+24-13=83
nluds-0707,2,http://www.ck12.org,"There are 100 books on a shelf. 32 of them are history books, 25 of them are geography books and the rest are math books.",How many math books are there on the shelf?,Subtraction,43 (math books),(100-32)-25=43
nluds-0708,2,http://www.ck12.org,"Roger collected 42 pennies, 36 nickels and 15 dimes. He donated some of his coins and had 27 coins left.",How many coins did Roger donate?,TVQ-Change,66 (coins),42+36+15-27=66
nluds-0709,2,http://www.ck12.org,"A factory produced 50 printers and 21 scanners. After 41 of the printers were sold, it produced another 16 scanners.",How many printers and scanners did the factory have in the end?,TVQ-Final,46 (printers),50+21-41+16=46
nluds-0710,2,http://www.ck12.org,"Harry walked along the beach and collected 34 sea stars, 21 seashells and 29 snails. He lost some of the items and had 59 items left at the end of his walk.",How many sea creatures did he lose in all?,TVQ-Change,25 (sea creatures),34+21+29-59=25
nluds-0711,2,http://www.ck12.org,"Georgia had 24 yellow buttons, 16 black buttons and 19 green buttons. She gave some of the buttons to Mary and now Georgia has 13 buttons left.",How many buttons did Georgia give Mary?,TVQ-Change,46 (buttons),24+16+19-13=46
nluds-0712,2,http://www.ck12.org,There are a total of 90 items at a bakery. 49 of them are bread rolls and 19 of them are croissants.,How many bagels are there?,Subtraction,22 (bagels),(90-49)-19=22
nluds-0713,2,http://www.ck12.org,"A pet shop has a total of 77 animals. 32 of them are kittens and 15 of them hamsters, the rest are birds.",How many birds are there?,Subtraction,30 (birds),(77-32)-15=30
nluds-0714,2,http://www.ck12.org,"A restaurant has 94 pieces of cutlery. 38 are forks, 27 are knives, and the rest are spoons.",How many spoons are there?,Subtraction,29 (spoons),(94-38)-27=29
nluds-0715,2,http://www.ck12.org,Debby makes 67 pancakes. She adds blueberries to 20 of them and bananas to 24 of them. The rest are plain.,How many plain pancakes are there?,Subtraction,23 (plain pancakes),(67-20)-24=23
nluds-0716,2,http://www.ck12.org,"At a carnival, there are 87 kids, teenagers, and adults waiting to get in. 24 are teenagers, 19 are adults, and the rest are kids.",How many kids are waiting in line at the carnival?,Subtraction,44 (kids),(87-24)-19=44
nluds-0717,2,http://www.ck12.org,"An international group had 49 Chinese, Americans and Australians. 16 of them were Americans and 11 of them were Australians.",How many Chinese were there?,Subtraction,22 (Chinese),(49-16)-11=22
nluds-0718,2,http://www.ck12.org,"A summer sports camp had 88 soccer campers, basketball campers and football campers. If 24 of them were basketball campers and 32 of them were football campers,",how many soccer campers were there?,Subtraction,32 (soccer campers),(88-24)-32=32
nluds-0719,2,http://www.ck12.org,67 medals are displayed in the sports center. There are 19 gold medals and 32 silver medals.,How many bronze medals are displayed?,Subtraction,16 (bronze medals),(67-19)-32=16
nluds-0720,2,http://www.ck12.org,"At a store, there are 92 computers. 31 are sold. 20 are shipped away to a company.",How many computers are left?,TVQ-Final,41 (computers),92-31-20=41
nluds-0721,2,http://www.ck12.org,There were 86 pineapples in a store. The owner sold 48 pineapples. 9 of the remaining pineapples were rotten and thrown away.,How many fresh pineapples are left?,TVQ-Final,29 (fresh pineapples),86-48-9=29
nluds-0722,2,http://www.ck12.org,"Lenny has $84. He spent $24 on video games, and $21 at the grocery store.",How much does Lenny have left?,TVQ-Final,39 (dollars),84-24-21=39
nluds-0723,2,http://www.ck12.org,There are 96 trees in a park. 15 of them are huge ancient oaks and another 23 of them are medium-sized fir trees. The rest are saplings.,How many saplings are in the park?,Subtraction,58 (saplings),(96-15)-23=58
nluds-0724,2,http://www.ck12.org,There were 86 trees in a park. 15 of them died and another 23 of them were cut.,How many trees were still left?,TVQ-Final,48 (trees),86-15-23=48
nluds-0725,2,http://www.ck12.org,"A mirror store has 78 mirrors in stock. 8 mirrors are broken, and 57 mirrors are sold.",How many mirrors are left?,TVQ-Final,13 (mirrors),78-8-57=13
nluds-0726,2,http://www.ck12.org,A restaurant has 67 tomatoes. 32 are made into salads. Another 21 are made into pasta sauce.,How many tomatoes are left?,TVQ-Final,14 (tomatoes),67-32-21=14
nluds-0727,2,http://www.ck12.org,"Ryan collected 89 leaves. He lost 24 leaves. After a while, 43 more leaves broke.",How many leaves are left in his collection?,TVQ-Final,22 (leaves),89-24-43=22
nluds-0728,2,http://www.ck12.org,"Kendra took a road trip. In the afternoon, she saw 4 minivans like hers. Later, in the evening, she saw one more minivan like hers.",How many minivans like hers did she see in all?,Addition,5 (minivans),1+4=5
nluds-0729,2,http://www.ck12.org,There are 4 boys and 5 girls in a preschool daycare.,How many children are there in the daycare?,Addition,9 (children),4+5=9
nluds-0730,2,http://www.ck12.org,The Vance family walked over to the post office. They bought 2 rooster stamps and 2 daffodil stamps.,How many stamps did they buy in all?,Addition,4 (stamps),2+2=4
nluds-0731,2,http://www.ck12.org,"There are 7 basketballs at a school. If the school buys another 3 basketballs,",how many basketballs will the school have?,Addition,10 (basketballs),7+3=10
nluds-0732,2,http://www.ck12.org,Garrett went shopping for snack supplies and bought 6 oatmeal raisin granola bars and 8 peanut granola bars.,How many granola bars did he buy in all?,Addition,14 (granola bars),6+8=14
nluds-0733,2,http://www.ck12.org,Jack received 8 emails in the morning and 2 emails in the afternoon.,How many emails did Jack receive in the day?,Addition,10 (emails),8+2=10
nluds-0734,2,http://www.ck12.org,Teacher buys 4 black pens and 4 blue pens for students as awards.,How many pens does the teacher buy altogether?,Addition,8 (pens),4+4=8
nluds-0735,2,http://www.ck12.org,"A chess club has 3 members. If 4 new members are enrolled,",how many total members are there in the chess club?,Addition,7 (members),3+4=7
nluds-0736,2,http://www.ck12.org,There are 5 roses and 5 carnations in a vase.,How many flowers are there in the vase in all?,Addition,10 (flowers),5+5=10
nluds-0737,2,http://www.ck12.org,"Every day, Ryan spends 4 hours on learning English and 3 hours on learning Chinese.",How many hours does he spend on learning English and Chinese in all?,Addition,7 (hours),4+3=7
nluds-0738,1,http://www.ck12.org,There are 83 trees in a park. 36 of them willows and the rest are oaks.,How many more oaks than willows are there in the park?,Subtraction,11 (oaks),83-36*2=11
nluds-0739,1,http://www.ck12.org,Ryan collected 89 leaves. He lost 24 leaves and threw away 43 leaves.,How many leaves did Ryan have left?,TVQ-Final,22 (leaves),89-24-43=22
nluds-0740,1,http://www.ck12.org,"Sam has 58 Power Ranger stickers. He bundles them up in two boxes. If there are 23 Power Ranger stickers in the first box,",how many more Power Ranger stickers are there in the second box than the first box?,Subtraction,12 (Power Ranger stickers),58-23*2=12
nluds-0741,1,http://www.ck12.org,"Beryl has 88 radishes. She puts them into two baskets. If there are 37 radishes in the first basket,",how many more radishes are there in the second basket than the first?,Subtraction,14 (radishes),88-37*2=14
nluds-0742,1,http://www.ck12.org,There are 56 students in the class. The teacher wants to split them into two groups. The first group has 24 students.,How many more students will there be in the second group?,Subtraction,8 (students),56-24*2=8
nluds-0743,1,http://www.ck12.org,"The total weight of Jack and Sam is 96 pounds. If Jack weighs 52 pounds,",how much heavier is Jack than Sam?,Subtraction,8 (pounds),52-(96-52)=8
nluds-0744,1,http://www.ck12.org,"Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe,",how many more Barbie Dolls are there in the second wardrobe than the first?,Subtraction,9 (Barbie Dolls),79-35*2=9
nluds-0745,4,http://www.ck12.org,"Savant has 3 jars. He puts in 34 coins in the first jar, 29 coins in the second jar and 13 coins in the third jar.",How many coins does Savant save together?,Sum,76 (coins),34+29+13=76
nluds-0746,4,http://www.ck12.org,"An online toy store stocked some toys. It sold 38 toys at the first week and 26 toys at the second week. If it had 19 toys left,",how many toys were in stock at the beginning?,TVQ-Initial,83 (toys),38+26+19=83
nluds-0747,4,http://www.ck12.org,"Mother bought some potatoes. She used 15 of the potatoes to make salads and 24 of the potatoes for mashed potatoes. If there were 13 potatoes left,",how many potatoes did mother buy at first?,TVQ-Initial,52 (potatoes),15+24+13=52
nluds-0748,4,http://www.ck12.org,"Joshua has 3 toy boxes for his toy cars. He puts in 21 toy cars in the first toy box, 31 toy cars in the second toy box and 19 toy cars in the third box.",How many toy cars does Joshua have together?,Sum,71 (toy cars),21+31+19=71
nluds-0749,4,http://www.ck12.org,"There are some rooms in a building. 35 of them are classrooms, 10 of them are office and the remaining 6 are reading rooms.",How many rooms are in the building?,Sum,51 (rooms),35+10+6=51
nluds-0750,4,http://www.ck12.org,"Mr. Peter harvested some pears. He picked 43 kg of the pears into a bag and 35 kg of the pears into another bag. If there were still 15 kg of pears left unpacked,",how many kilograms of pears did Mr. Peter harvest?,TVQ-Change,93 (kilograms of pears),43+35+15=93
nluds-0751,4,http://www.ck12.org,"Gary had some stickers. He gave 42 stickers to Lucy and 26 stickers to Alex. If he had 31 stickers left,",how many stickers did Gary have at first?,TVQ-Initial,99 (stickers),42+26+31=99
nluds-0752,4,http://www.ck12.org,"A chef served 3 different foods for a banquet: 25 plates lobster rolls, 14 plates of spicy hot noodles and 16 plates of seafood noodles.",How many plates of food did the chef make altogether?,Sum,55 (plates),25+14+16=55
nluds-0753,4,http://www.ck12.org,"A car dealer sold 14 cars on the first day, 16 cars on the second day, and 27 cars on the third day.",How many cars did the car dealer sell on the 3 days?,Sum,57 (cars),14+16+27=57
nluds-0754,4,http://www.ck12.org,"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day,",how many washing machines are needed?,Ceil-Division,8 (washing machines),200/28=7 r4
nluds-0755,4,http://www.ck12.org,"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day,",how many pounds of clothes does the washing machine that isn't fully loaded wash per day?,Surplus,4 (pounds of clothes),200/28=7 r4
nluds-0756,4,http://www.ck12.org,"There are 757 pounds of sand to be filled into bags. If each bag has a capacity of 65 pounds,",how many bags are needed?,Ceil-Division,12 (bags),757/65=11 r42
nluds-0757,4,http://www.ck12.org,"There are 757 pounds of sand to be filled into bags. If each bag has a capacity of 65 pounds,",how many pounds of sand are there in the bag that is not full?,Surplus,42 (pounds of sand),757/65=11 r42
nluds-0758,4,http://www.ck12.org,"If Simon needs to make 519 gift bags at a rate of 42 bags per day,",how many days does he need to finish making all the gift boxes?,Ceil-Division,13 (days),519/42=12 r15
nluds-0759,4,http://www.ck12.org,"If Simon needs to make 519 gift bags at a rate of 42 bags per day,",how many gift bags will he make on the last day?,Surplus,15 (gift bags),519/42=12 r15
nluds-0760,4,http://www.ck12.org,"Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged,",how many days are needed for her to finish all the flower arrangements?,Ceil-Division,16 (days),248/16=15 r8
nluds-0761,4,http://www.ck12.org,"Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged,",how many vases of flowers will she arrange on the last day?,Surplus,8 (vases of flowers),248/16=15 r8
nluds-0762,4,http://www.ck12.org,"A box can hold 18 pieces of chalk. If there are 3,484 pieces of chalk,",how many boxes are full to hold all the chalk?,Ceil-Division,194 (boxes),3484/18=193 r10
nluds-0763,4,http://www.ck12.org,"A box can hold 18 pieces of chalk. If there are 3,484 pieces of chalk,",how many chalks are there in the box that is not full?,Surplus,10 (chalks),3484/18=193 r10
nluds-0764,4,http://www.ck12.org,"A paper bag can hold 16 cookies. If Edgar buys 292 cookies,",how many paper bags does he need?,Ceil-Division,19 (paper bags),292/16=18 r4
nluds-0765,4,http://www.ck12.org,"A paper bag can hold 16 cookies. If Edgar buys 292 cookies,",how many cookies are there in the paper bag that is not full?,Surplus,4 (cookies),292/16=18 r4
nluds-0766,4,http://www.ck12.org,"A bus can transport 48 passengers. If a school of 1,230 students and teachers are going on a field trip,",how many buses should be rented?,Ceil-Division,26 (buses),1230/48=25 r30
nluds-0767,4,http://www.ck12.org,"A bus can transport 48 passengers. If a school of 1,230 students and teachers are going on a field trip,",how many passengers are there on the bus that is not fully occupied?,Surplus,30 (passengers),1230/48=25 r30
nluds-0768,4,http://www.ck12.org,"If Tom plans to fix 158 watches at the rate of 12 watches per day,",how many days does he need to fix the watches?,Ceil-Division,14 (days),158/12=13 r2
nluds-0769,4,http://www.ck12.org,"If Tom plans to fix 158 watches at the rate of 12 watches per day,",how many watches will he fix on the last day?,Surplus,2 (watches),158/12=13 r2
